grating1055,grating1055_wl
0.47656423,874.56488
0.47265798,877.70074
0.47005379,880.83667
0.46614754,883.97253
0.46354336,887.10846
0.46093923,890.24432
0.45573086,893.38025
0.45312667,896.51611
0.44922042,899.65198
0.44531417,902.78784
0.44271001,905.92377
0.44010586,909.05963
0.43619958,912.19556
0.43229333,915.33142
0.42968917,918.46735
0.42708501,921.60321
0.42448083,924.73914
0.42187664,927.875
0.41927245,931.01093
0.41666833,934.14679
0.41406414,937.28265
0.41015789,940.41852
0.4075537,943.55444
0.40364745,946.69031
0.4010433,949.82623
0.39843911,952.9621
0.39713705,956.09802
0.3932308,959.23395
0.3919287,962.36981
0.39062661,965.50574
0.38932455,968.6416
0.38672036,971.77753
0.38672036,974.91333
0.38411617,978.04926
0.38411617,981.18512
0.38151205,984.32104
0.38151205,987.45691
0.37890786,990.59283
0.37630367,993.7287
0.37630367,996.86462
0.37760574,1000
0.37109536,1020
0.36849117,1040
0.36588699,1060
0.36458492,1080
0.3632828,1100
0.35937655,1105.9274
0.35677239,1111.8561
0.35156405,1117.785
0.34895989,1123.7139
0.34635571,1129.6427
0.34244946,1135.5717
0.33854321,1141.5004
0.33593902,1147.4292
0.33333489,1153.3582
0.32812652,1159.287
0.32552233,1165.2158
0.32031402,1171.1447
0.31770983,1177.0735
0.31380358,1183.0023
0.31119943,1188.9313
0.30729318,1194.8601
0.30208483,1200.7888
0.29817858,1206.7178
0.2955744,1212.6466
0.29036605,1218.5754
0.2877619,1224.5044
0.28385565,1230.4331
0.28125146,1236.3619
0.27604312,1242.2909
0.27343896,1248.2197
0.2708348,1254.1486
0.26562646,1260.0774
0.2630223,1266.0062
0.26172021,1271.9351
0.25781393,1277.864
0.25520977,1283.7928
0.25390768,1289.7216
0.25130352,1295.6505
0.24869934,1301.5793
0.24609518,1307.5082
0.24349099,1313.4371
0.24088684,1319.3658
0.23828267,1325.2947
0.23698057,1331.2236
0.23567849,1337.1525
0.23307432,1343.0813
0.23177223,1349.0101
0.23047017,1354.939
0.22786598,1360.8678
0.22656389,1366.7968
0.22526182,1372.7256
0.22395973,1378.6544
0.22265764,1384.5833
0.22005348,1390.5121
0.21875139,1396.441
0.21744931,1402.3699
0.21484514,1408.2986
0.21354306,1414.2275
0.21224096,1420.1564
0.20963681,1426.0852
0.20833471,1432.0142
0.20442846,1437.9429
0.20312637,1443.8717
0.20312637,1449.8007
0.19922012,1455.7295
0.19661595,1461.6583
0.19531386,1467.5872
0.19531386,1473.516
0.19010551,1479.4448
0.18750136,1485.3738
0.18489717,1491.3026
0.18229301,1497.2313
0.17968884,1503.1603
0.17708467,1509.0891
0.1744805,1515.0179
0.1731784,1520.9468
0.17057425,1526.8756
0.16797006,1532.8044
0.1653659,1538.7334
0.1653659,1544.6622
0.16276173,1550.5909
0.16276173,1556.5199
0.16015756,1562.4487
0.16015756,1568.3776
0.15755339,1574.3065
0.15755339,1580.2352
0.15755339,1586.1641
0.15494923,1592.093
0.15494923,1598.0219
0.15494923,1603.9507
0.15364714,1609.8795
0.15234506,1615.8083
0.15234506,1621.7372
0.15234506,1627.6661
0.15234506,1633.595
0.14974089,1639.5238
0.14974089,1645.4526
0.1484388,1651.3815
0.14974089,1657.3104
0.14974089,1663.2393
0.14974089,1669.168
0.14974089,1675.0969
0.14713672,1681.0258
0.14713672,1686.9546
0.14713672,1692.8835
0.14583462,1698.8123
0.14453255,1704.7411
0.14453255,1710.67
0.14323045,1716.5989
0.14192837,1722.5277
0.14192837,1728.4565
0.14192837,1734.3854
0.1393242,1740.3142
0.1393242,1746.2432
0.13672003,1752.172
0.13672003,1758.1007
0.13411587,1764.0297
0.13281378,1769.9585
0.1315117,1775.8873
0.12890753,1781.8163
0.12760544,1787.745
0.12630336,1793.6738
0.12369919,1799.6028
0.12239709,1805.5316
0.11979293,1811.4604
0.11718876,1817.3893
0.11458459,1823.3181
0.11328251,1829.2469
0.10937625,1835.1759
0.10807417,1841.1047
0.10547,1847.0334
0.10286583,1852.9624
0.098959573,1858.8912
0.095053308,1864.8201
0.091147058,1870.749
0.088542894,1876.6777
0.085938722,1882.6066
0.082032464,1888.5355
0.079428293,1894.4644
0.074219957,1900.3932
0.0703137,1906.322
0.065105364,1912.2509
0.061199106,1918.1798
0.055990763,1924.1086
0.052084509,1930.0375
0.050782423,1935.9663
0.050782423,1941.8951
0.050782423,1947.824
0.053386591,1953.7529
0.054688677,1959.6818
0.057292849,1965.6105
0.05989702,1971.5394
0.062501192,1977.4683
0.063803278,1983.3971
0.065105364,1989.326
0.06640745,1995.2548
0.069011614,2001.1837
0.071615785,2007.1125
0.071615785,2013.0413
0.072917871,2018.9702
0.071615785,2024.899
0.069011614,2030.828
0.0703137,2036.7567
0.069011614,2042.6855
0.069011614,2048.6145
0.06640745,2054.5432
0.06640745,2060.4722
0.063803278,2066.4011
0.063803278,2072.3298
0.061199106,2078.2588
0.061199106,2084.1875
0.058594938,2090.1165
0.058594938,2096.0452
0.057292849,2101.9741
0.054688677,2107.9031
0.053386591,2113.8318
0.053386591,2119.7607
